name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
Boisdale Of Canary Wharf,"Cabbot Place, London E14 4QT",,,Tower Hamlets,www.boisdale.co.uk/canary-wharf/the-venue,10091775667,E09000030,Canary Wharf,E05009323,51.505357,-0.022244,537358.0592,180345.4136
Colours Hoxton,2-4 Hoxton Square London,,2-4 Hoxton Square ,Hackney,www.hoxtonsquarebar.com,10091942715,E09000012,Hoxton East & Shoreditch,E05009377,51.52699562,-0.080422675,533257.5149,182644.1174
Star Of Bethnal Green,359 Bethnal Green Road; Bethnal Green; London E2 6,Tower Hamlets,359 Bethnal Green ,Tower Hamlets,www.starofbethnalgreen.co.uk/,6169765,E09000030,St Peter's,E05009331,51.5267,-0.06242,534507.1118,182644.1955
The Yard Theatre,Unit 2a Queens Yard,White Post Lane,Unit 2a Queens Yar,Tower Hamlets,www.theyardtheatre.co.uk,6077552,E09000030,Bow East,E05009319,51.54212896,-0.021790332,537278.9415,184435.313
The Eagle,349 Kennington Lane; Vauxhall; London SE11 5QY; Un,,,Lambeth,www.eaglelondon.com/,1.00E+11,E09000022,Vauxhall,E05014117,51.486307,-0.119348,530673.8076,178049.3688
South Place Hotel,3 South Place,,,City of London,,10090266586,E09000001,Bishopsgate,E05009292,51.51852469,-0.084887379,532972.4936,181694.0148
Number 90,90 Wallis Road,Hackney,90 Wallis Road,Hackney,www.number90bar.co.uk,1.00E+11,E09000012,Hackney Wick,E05009374,51.5438807,-0.021137394,537318.9464,184631.3316
Fabric,77a Charterhouse St; Clerkenwell; London EC1M 6HJ;,,77a Charterhouse S,Islington,www.fabriclondon.com,5300037740,E09000019,Clerkenwell,E05013702,51.519574,-0.102505,531747.213,181778.8445
Tipsy,"20 Stoke Newington Road, London N16 7XN",Hackney,20 Stoke Newington,Hackney,,1.00E+11,E09000012,Shacklewell,E05009382,51.551156,-0.074951,533566.3495,185340.8118
Omeara,"6 O'Meara Street, SE1 1TE, London",,6 O'meara St Londo,Southwark,www.omearalondon.com,0,E09000028,Borough & Bankside,E05011095,51.504143,-0.094603,532340.1118,180077.158
Fire,"39 Parry Street, South Lambeth Road, London, SW8 1",Lambeth,Arch 39-43 Parry S,Lambeth,www.firelondon.net/,1.00E+11,E09000022,Vauxhall,E05014117,51.484403,-0.123444,530394.864,177830.3453
Bar 512,512 Kingsland Road,Hackney,512 Kingsland Road,Hackney,,1.00E+11,E09000012,London Fields,E05009381,51.54347765,-0.074190376,533641.5475,184488.3487
Vfd,66 Stoke Newington Road; Dalston; London N16 7XB; ,Hackney,66 Stoke Newington,Hackney,,1.00E+11,E09000012,Shacklewell,E05009382,51.552572,-0.074649,533583.1457,185498.8254
Egg London,5-13 Vale Royal,London,5-13 Vale Royal,Islington,https://www.egglondon.co.uk,,E09000019,Caledonian,E05013700,51.541751,-0.125188,530110.3472,184204.3936
Heaven,11 The Arches; Villiers St; Charing Cross; London ,Villiers Street,11 The Arches,Westminster,www.heavennightclub-london.com,10033544602,E09000033,St James's,E05013806,51.508087,-0.124122,530280.2784,180462.8223
The Glory,281 Kingsland Road,Hackney,281 Kingsland Road,Hackney,www.theglory.co,1.00E+11,E09000012,Haggerston,E05009375,51.53568418,-0.075528878,533571.5363,183619.2385
Maddox Club,"3-5 Mill Street, London, W1S 2AU",City Of Westminster,3-5 Mill St,Westminster,http://www.maddoxclub.com,1.00E+11,E09000033,West End,E05013808,51.513306,-0.141385,529067.5986,181012.6215
Under The Bridge,"Stamford Bridge, Fulham Road, London, SW6 1HS",Fulham,Stanford Bridge Fu,Hammersmith and Fulham,www.underthebridge.co.uk,0,E09000013,Walham Green,E05013749,51.481432,-0.191557,525673.9844,177380.9624
Ministry Of Sound,"103 Gaunt Street, Elephant & Castle, London, SE1 6",Southwark,103 Gaunt Street,Southwark,www.club.ministryofsound.com,2.00E+11,E09000028,St George's,E05011114,51.49765,-0.099209,532039.2197,179346.8239
Rivoli Ballroom,"350 Brockley Road, SE4 2BY London",Lewisham,350 Brockley Road,Lewisham,www.rivoliballroom.com,1.00E+11,E09000023,Crofton Park,E05013718,51.45521,-0.037139,536473.9732,174741.2849
Tiger Tiger London,"29 The Haymarket, London, SW1Y 4SP",,,Westminster,www.tigertiger.co.uk,10014052022,E09000033,St James's,E05013806,51.509731,-0.132892,529667.0347,180630.0764
Bar A Bar,133-135 Stoke Newington Road; Stoke Newington; Lon,Hackney,133-135 Stoke Newi,Hackney,www.barabar.info/,1.00E+11,E09000012,Stoke Newington,E05009385,51.556337,-0.074701,533568.5304,185917.4053
Moustache Bar,58 Stoke Newington Road; Dalston; London N16 7XB; ,Hackney,58 Stoke Newington,Hackney,www.moustachebar.co.uk/,1.00E+11,E09000012,Shacklewell,E05009382,51.552327,-0.074798,533573.5325,185471.3087
Printworks,"1 Surrey Quays Road, London, SE16 7PJ, United King",,1 Surrey Quays Roa,Southwark,http://www.printworksuk.com,2.00E+11,E09000028,Surrey Docks,E05011117,51.497523,-0.043516,535905.1596,179434.5809
Ridley Road Market Bar,49 Ridley Road; London E8 2NP; United Kingdom,Hackney,49 Ridley Road,Hackney,www.ridleyroadmarketbar.com/,1.00E+11,E09000012,Dalston,E05009370,51.548193,-0.073243,533693.433,185014.4432
Studio 338,338 Boord Street; Greenwich; London SE10 0PF; Unit,Greenwich,338 Tunnel Avenue,Greenwich,www.studio338.co.uk/,1.00E+11,E09000011,Greenwich Peninsula,E05014082,51.495442,0.00482,539266.455,179293.9984
Loop Bar & Nightclub,"19 Dering Street, London, W1S 1AH, UK",City Of Westminster,19 Dering Street,Westminster,www.theloopbar.co.uk/,1.00E+11,E09000033,West End,E05013808,51.514164,-0.145458,528782.5731,181100.8634
Tasty Bakery (Tasties),"207 Rye Lane, Peckham, London SE15 4TP",Southwark,207 Rye Lane,Southwark,,2.00E+11,E09000028,Rye Lane,E05011113,51.467718,-0.066488,534398.2575,176077.8911
Trafik,331 Old St; Hoxton; London EC1 9LE; United Kingdom,Hackney,331 Old Street,Hackney,www.trafik-london.com,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.527011,-0.080557,533248.1527,182645.583
The Lighthouse,Unit 1a 190 New North Road,Islington,Unit 1a 190 New No,Islington,,0,E09000019,St Mary's & St James',E05013710,51.53716596,-0.089700397,532584.4342,183758.2197
Xoyo,32-37 Cowper Street; Shoreditch; London EC2A 4AP; ,Islington,32-37 Cowper Stree,Islington,www.xoyo.co.uk,5300025027,E09000019,Bunhill,E05013699,51.525519,-0.085704,532895.4816,182470.3086
Basing House,25 Kingsland Road; Shoreditch; London E2 8AA; Unit,Hackney,25 Kingsland Road,Hackney,www.basinghouse.co.uk/,1.00E+11,E09000012,Hoxton East & Shoreditch,E05009377,51.52844,-0.078204,533407.189,182808.7784
Beduin,57-59 Charterhouse Street,Islington,57-59 Charterhouse,City of London,www.beduinbar.co.uk/smithfields,10010439992,E09000001,Farringdon Without,E05009305,51.51881097,-0.101943545,531788.3659,181695.0052
McQueen,55-61 Tabernacle Street; Shoreditch; London EC2A 4,Islington,55-61 Tabernacle S,Islington,www.mcqueen-shoreditch.co.uk/,10008977886,E09000019,Bunhill,E05013699,51.524025,-0.08587,532888.3151,182303.872
Piccadilly Institute,The London Pavillion; Piccadilly; London W1V 9LA; ,Piccadilly,The London Pavilio,Westminster,www.piccadillyinstitute.com/,1.00E+11,E09000033,St James's,E05013806,51.510378,-0.133987,529589.2166,180700.0858
The Big Chill Bar,The Old Truman Brewery,"14 Dray Walk, Shadwell",,Tower Hamlets,,6151992,E09000030,Spitalfields & Banglatown,E05009333,51.52037718,-0.070609682,533957.5942,181926.0583
The Hoxton Pony,104-108 Curtain Rd,,104-108 Curtain Rd,Hackney,http://www.thehoxtonpony.com,10008241848,E09000012,Hoxton East & Shoreditch,E05009377,51.52491417,-0.078535011,533394.5311,182416.0972
Junction House,"578 Kingsland Road, London, E8 4AH",Hackney,578 Kingsland Road,Hackney,,1.00E+11,E09000012,Dalston,E05009370,51.545587,-0.075603,533537.4282,184720.3342
Nomad London,58 Old Street; Hoxton; London EC1V 9AJ; United Kin,Islington,58 Old Street,Islington,www.nomadlondon.com/,5300069544,E09000019,Bunhill,E05013699,51.524066,-0.095805,532199.0236,182290.4341
Ladybird / Basement Club,70 Upper Street; Islington; London N1 0NY; United ,Islington,70 Upper Street,Islington,www.ladybirdbar.co.uk,10091816806,E09000019,St Mary's & St James',E05013710,51.535991,-0.104014,531595.198,183601.7197
Hootananny Brixton,"95 Effra Road, Brixton, London, SW2 1DF",Brixton,,Lambeth,https://www.hootanannybrixton.co.uk/,1.00E+11,E09000022,Herne Hill & Loughborough Junction,E05014104,51.455382,-0.113254,531185.4564,174621.3697
Porky's Wine Bar,"23-27 Sternhold Avenue, Streatham Hill, SW2 4PA",Lambeth,23-27 Sternhold Av,Lambeth,,1.00E+11,E09000022,Streatham Hill West & Thornton,E05014114,51.43846,-0.127681,530231.2468,172713.9146
Brixton Jamm Limited,261 Brixton Rd,,,Lambeth,,1.00E+11,E09000022,Brixton North,E05014096,51.47028117,-0.110280436,531349.2983,176283.4847
The Steel Yard,13-16 Allhallows Lane,City Of London,13-16 Allhallows L,City of London,https://thesteelyard.london/,95510144,E09000001,Dowgate,E05009303,51.50948953,-0.088956021,532716.4746,180681.9123
Montezuma London Club,17 Harrington Road,Kensington And Chelsea,17 Harrington Road,Kensington and Chelsea,www.montezumalondon.com,217036855,E09000020,Courtfield,E05009393,51.49347152,-0.174155601,526848.8459,178749.7638
The London Reign,215-217 Piccadilly,City Of Westminster,215-217 Piccadilly,Westminster,,10033541003,E09000033,St James's,E05013806,51.50900894,-0.133381232,529635.1356,180548.9166
Vuvu Club,30 East Street,,30 East Street,Bromley,,10070003296,E09000006,Bromley Town,E05013991,51.40660746,0.017983696,540452.3971,169440.7961
Vision Video Bar,588 Kingsland Road,Hackney,588 Kingsland Road,Hackney,,10008291713,E09000012,Dalston,E05009370,51.54538817,-0.073878908,533657.5523,184701.3749
The Lighthouse Bar And Club,62 Rivington Street,Hackney,62 Rivington Stree,Hackney,,10091889776,E09000012,Hoxton East & Shoreditch,E05009377,51.52564358,-0.078042927,533426.5337,182498.106
Trapeze Bar,89 Great Eastern Street,Hackney,89 Great Eastern S,Hackney,www.trapezebar.co.uk,10091904454,E09000012,Hoxton East & Shoreditch,E05009377,51.52518388,-0.081825315,533165.5071,182440.0951
The Old Baths & Cre8 Galleries,80 Eastway,Hackney,80 Eastway,Hackney,,1.00E+11,E09000012,Hackney Wick,E05009374,51.54666541,-0.027882673,536842.8923,184928.3771
Jazzlive At The Crypt,St. Giles Church Camberwell Church St,London,St. Giles Church C,Southwark,www.jazzlive.co.uk,0,E09000028,St Giles,E05011115,51.47254627,-0.085258546,533080.5088,176580.5192
The Broadway Theatre,Old Town Hall Rushey Green,Lewisham,Old Town Hall Rush,Lewisham,www.broadwaytheatre.org.uk,10091912968,E09000023,Rushey Green,E05013730,51.44468296,-0.019715726,537716.0682,173603.2718
The Broadway Theatre,Broadway Barking And Dagenham,,Broadway Barking A,Barking and Dagenham,www.thebroadwaybarking.com,100058301,E09000002,Abbey,E05014053,51.53515785,0.079648186,544334.8621,183855.2893
Indigo At The O2,205 Peninsula Square,London,205 Peninsula Squa,Greenwich,indigo at The O2 | The O2,0,E09000011,Greenwich Peninsula,E05014082,51.50204518,0.007731553,539448.3863,180033.8117
Troxy,"490 Commercial Road, London E1 0HX",Tower Hamlets,490 Commercial Roa,Tower Hamlets,www.troxy.co.uk,6027797,E09000030,Shadwell,E05009332,51.513147,-0.04332,535872.2861,181172.3446
Tobacco Dock,50 Porters Walk; London; E1W 2SF,Tower Hamlets,50 Porters Walk,Tower Hamlets,www.tobaccodocklondon.com,6009847,E09000030,St Katharine's & Wapping,E05009330,51.508324,-0.05846,534836.0401,180608.0371
Shoreditch Town Hall,380 Old Street; Shoreditch; London EC1V 9LT; Unite,Hackney,380 Old Street,Hackney,www.shoreditchtownhall.com,10091784164,E09000012,Hoxton East & Shoreditch,E05009377,51.527125,-0.07952,533319.7497,182660.1493
Scream Lounge,"20 South End Croydon, Surrey CR0 1DN",Croydon,20 South End,Croydon,http://www.screamstudios.net,1.00E+11,E09000008,Fairfield,E05011468,51.366616,-0.099218,532416.6173,164775.7847
The House Of St. Barnabas,House Of St. Barnabas In Soho 1,Greek Street,House Of St. Barna,Camden,,10033599927,E09000007,Holborn & Covent Garden,E05013662,51.51439834,-0.129571746,529884.1572,181154.9719
The Others,6-8 Manor Rd Stoke Newington,London,6-8 Manor Rd Stoke,Hackney,www.theothers.uk.com,0,E09000012,Cazenove,E05009368,51.56534951,-0.073064162,533655.6167,186922.6059
The Vaults,Arch 236 Leake Street,Lambeth,Arch 236 Leake Str,Lambeth,,10091121720,E09000022,Waterloo & South Bank,E05014118,51.50146321,-0.113702738,531022.295,179744.8338
Bourne & Hollingsworth Bar,28 Rathbone Pl,,,Camden,,5143602,E09000007,Bloomsbury,E05013653,51.51740626,-0.132648671,529662.1298,181484.0045
Conway Hall,"25 Red Lion Square, London WC1",,,Camden,www.conwayhall.org.uk,5048256,E09000007,Holborn & Covent Garden,E05013662,51.519748,-0.118356,530647.0418,181769.8041
Station,14 Staplehurst Rd Hither Green,London,14 Staplehurst Rd ,Lewisham,www.stationhotelhithergreen.co.uk,0,E09000023,Lee Green,E05013726,51.45254973,0.00162698,539175.2545,174518.3356
Upstairs At The Ritzy,Brixton Oval; Coldharbour Lane; London SW2 1JG; Un,Chaplin House,Brixton Rd London,Lambeth,www.picturehouses.com/cinema/Ritzy_Picturehouse/Whats_On?filter=Upstairs,1.00E+11,E09000022,Brixton Windrush,E05014098,51.461272,-0.114641,531072.237,175273.8541
St. James's Piccadilly,197 Piccadilly,City Of Westminster,197 Piccadilly,Westminster,www.sjp.org.uk,1.00E+11,E09000033,St James's,E05013806,51.50836099,-0.135050723,529521.1237,180473.9108
The Round Chapel,1d Glenarm Road,Hackney,1d Glenarm Road,Hackney,,10008322921,E09000012,Homerton,E05009376,51.55167728,-0.050084181,535288.7494,185444.4791
The Passage,27 Dalston Lane,Hackney,27 Dalston Lane,Hackney,,1.00E+11,E09000012,Dalston,E05009370,51.54590275,-0.0712608,533837.575,184763.3886
St. Stephen Walbrook,39 Walbrook,City Of London,39 Walbrook,City of London,www.ststephenwalbrook.net,2.00E+11,E09000001,Candlewick,E05009296,51.51220757,-0.088525155,532738.4746,180984.9417
St. Bartholomews Church,4 Westwood Hill,Lewisham,4 Westwood Hill,Lewisham,www.stbartschurchsydenham.org,1.00E+11,E09000023,Sydenham,E05013731,51.4269779,-0.055383931,535289.7493,171568.0766
St. Andrew Holborn Church,5 St. Andrew Street,City Of London,5 St. Andrew Stree,City of London,www.standrewholborn.org.uk,10091906423,E09000001,Farringdon Within,E05009304,51.5165201,-0.104878542,531591.3453,181434.9834
St. Martin-In-The-Fields,5 St. Martin's Place,City Of Westminster,5 St. Martin's Pla,Westminster,www.stmartin-in-the-fields.org,1.00E+11,E09000033,St James's,E05013806,51.50863992,-0.124907408,530224.2004,180522.911
St. Giles-In-The-Fields,60 St Giles High St London,,60 St Giles High S,Camden,www.stgilesonline.org,0,E09000007,Holborn & Covent Garden,E05013662,51.51477662,-0.126788693,530076.1778,181201.9755
St. Anne And St. Agnes Church,Gresham Centre Gresham St,London,Gresham Centre Gre,City of London,www.greshamcentre.com,0,E09000001,Bassishaw,E05009290,51.51598613,-0.094680627,532300.4241,181393.9778
The Old Church,Hackney ,,Hackney ,Hackney,,10008252145,E09000012,Clissold,E05009369,51.56049123,-0.082287635,533030.5211,186365.5286
St. Magnus The Martyr,Lower Thames Street City Of London,,Lower Thames Stree,City of London,www.stmagnusmartyr.org.uk,2.00E+11,E09000001,Billingsgate,E05009291,51.5086097,-0.081339815,533247.5329,180597.9072
St Stephen's Church,Richmond Road East Twickenham Middlesex Tw1 2pd ,,Richmond Road East,Richmond upon Thames,https://www.st-stephens.org.uk/,0,E09000027,Twickenham Riverside,E05013789,51.4523837,-0.311313371,517433.1834,173952.2158
St. Mary's Church,St. Marys Church Office Upper Street,Islington,St. Marys Church O,Islington,www.stmaryislington.org,5300095124,E09000019,St Mary's & St James',E05013710,51.53789732,-0.100399528,531840.3554,183820.2115
Fold,"Gillian House, Stephenson St, London E16 4SA, UK",Stephenson Street,Gillian House,Newham,https://www.fold.london,,E09000025,Canning Town North,E05013906,51.519032,0.003758,539120.8391,181915.1182
Building Six,The O2; Greenwich; London SE10 0AX; United Kingdom,,,Greenwich,,,E09000011,Greenwich Peninsula,E05014082,51.502525,0.003664,539164.6258,180079.4291
Queen Elizabeth Hall,"Southbank Centre, Belvedere Rd, London, SE1 8XX; U",London, Belvedere Road,Lambeth,https://www.southbankcentre.co.uk/venues/queen-elizabeth-hall?,,E09000022,Waterloo & South Bank,E05014118,51.506081,-0.116304,530828.5371,180253.6863
Old Cholmeley Boys Club,"68 Boleyn Rd, London N16 8JG",,,Hackney,,,E09000012,Dalston,E05009370,51.5489,-0.077199,533417.088,185085.8356
Old Street Records,"350-354 Old Street, London, EC1V 9NQ, United Kingd",,,Hackney,https://www.oldstreetrecords.com/,,E09000012,Hoxton East & Shoreditch,E05009377,51.526787,-0.080648,533242.4944,182620.5082
Bermondsey Social Club,"Arch 19 Almond Road, Bermondsey, London, SE16 3LR",Bermondsey,,Southwark,https://www.bermondseysocialclub.co.uk/,,E09000028,South Bermondsey,E05011116,51.491722,-0.059567,534808.1947,178759.8403
Venn Street Records,"78 Vemm Street, Clapham, London, SW4 0BD",,,Lambeth,https://www.vennstreetrecords.com,,E09000022,Clapham Town,E05014102,51.462525,-0.13803,529443.9897,175371.6185
Masons Arms,665 Harrow Road; Kensal Green; London NW10 5NU; Un,,,Brent,www.themasonsarmsnw10.co.uk,202001640,E09000005,Queens Park,E05013507,51.530032,-0.227299,523061.3142,182724.7148
Pickle Factory,13-14 The Oval,,13-14 The Oval,Tower Hamlets,www.ovalspace.co.uk,,E09000030,St Peter's,E05009331,51.53209767,-0.057704794,534818.2321,183253.121
Earth Hackney,11-17 Stoke Newington Rd,,11-17 Stoke Newing,Hackney,https://www.earthackney.co.uk,,E09000012,Shacklewell,E05009382,51.551104,-0.075291,533542.9299,185334.4082
Map Studio Cafe,46 Grafton Road; London NW5 3DU; United Kingdom,,,Camden,http://www.mapmusic.net,5029686,E09000007,Kentish Town South,E05013664,51.547721,-0.145044,528716.6488,184833.1749
Alchemy,28-30 St. Georges Walk,Croydon,,Croydon,N/A,,E09000008,Fairfield,E05011468,51.372931,-0.098129,532474.2191,165479.9689
Space 289 (Formerly Redon),289 Cambridge Heath Rd,,,Tower Hamlets,https://www.space289.com/,,E09000030,St Peter's,E05009331,51.532114,-0.05723,534851.1135,183255.8125
Paper Dress Vintage,"352A Mare Street, Hackney E8 1HR",,352 Mare Street,Hackney,www.paperdressvintage.co.uk,,E09000012,Hackney Central,E05009372,51.547292,-0.054639,534985.9447,184948.4242
Kansas Smitty's (Looking For A New Home),63-65 Broadway Market,,,Hackney,https://www.kansassmittys.com,0,E09000012,London Fields,E05009381,51.53681714,-0.059806198,534658.5621,183774.075
Eastcheap Records,"20 Eastcheap, London, EC3M 1EB, United Kingdom",,,City of London,https://www.eastcheaprecords.com,,E09000001,Billingsgate,E05009291,51.510502,-0.083774,533073.1087,180803.9043
Boston Music Room,2a Dartmouth Park Hill,,,Islington,https://www.bostonmusicroom.co.uk/,5300053516,E09000019,Tufnell Park,E05013713,51.55680175,-0.136849624,529259.0596,185857.4035
Jam In A Jar,"599A Green Lanes, Harringay, London N8 0RE, United",Harringay,,Haringey,https://www.jaminajar.co.uk,,E09000014,Harringay,E05013590,51.584472,-0.100421,531704.3938,188999.4277
Fox And Firkin (The),316 Lewisham High Street,,,Lewisham,https://foxfirkin.com/,1.00E+11,E09000023,Ladywell,E05013725,51.45646492,-0.012813853,538160.1396,174926.3997
The Guitar Social - King's Cross,26 Caledonian Rd,,,Islington,,,E09000019,Caledonian,E05013700,51.53181263,-0.120654931,530453.0805,183107.3016
Buster Mantis,"3-4 Resolution Way, SE8 4NT London",,,Lewisham,www.bustermantis.com,,E09000023,Deptford,E05013719,51.478544,-0.024756,537264.2449,177359.1314
Scenario,97 Stoke Newington Road; London N16 8BX; United Ki,,,Hackney,http://www.barscenario.co.uk,10008306167,E09000012,Shacklewell,E05009382,51.554396,-0.074941,533557.5691,185701.124
The Birds,"692 High Road Leytonstone, Leytonstone, London E11",,,Waltham Forest,http://www.bird.org.uk,1.00E+11,E09000031,Leytonstone,E05013897,51.569116,0.012238,539555.9638,187500.6825
T-Bird,132 Blackstock Road; London N4 2DX,,,Islington,http://www.tbirdbar.co.uk,10012787505,E09000019,Arsenal,E05013697,51.561378,-0.099457,531837.8807,186433.0301
Quaglinos,"16 Bury Street, St James's, London, SW1Y 6AJ, UK",,,Westminster,http://www.danddlondon.com,1.00E+11,E09000033,St James's,E05013806,51.50722,-0.138583,529279.238,180340.792
Putney Pies & Vaults,"2 Putney High Street, SW15 1SL",,,Wandsworth,,1.00E+11,E09000032,Thamesfield,E05014022,51.466005,-0.21455,524119.3025,175626.2843
Tia Maria Restaurant & Music Bar,"126 South Lambeth Road, Vauxhall, London, SW8 1RB",,,Lambeth,,1.00E+11,E09000022,Oval,E05014108,51.480931,-0.124865,530306.0863,177441.7253
The George & Dragon,2 Blackheath Hill,,,Greenwich,http://www.georgedragon.com/,,E09000011,Greenwich Park,E05014081,51.4733623,-0.016543765,537850.1087,176798.3551
W London,"10 Wardour Street, Leicester Square, London, W1D 6",,,Westminster,http://www.westrockshotel.co.uk,10033615454,E09000033,St James's,E05013806,51.510266,-0.131581,529756.4862,180691.8904
Union Bar,"Building 5, Chiswick Park, 566 Chiswick High Road,",,,Hounslow,www.faucetinn.com,1.00E+11,E09000018,Chiswick Gunnersbury,E05013609,51.496128,-0.27292,519986.0361,178878.8424
Village Soho,81 Wardour Street,,,Westminster,,10033570802,E09000033,St James's,E05013806,51.51190632,-0.131778198,529738.1438,180873.9465
Colour Factory,"8 Queen's Yard, Hackney Wick, London E9 5EN",Hackney Wick,,Tower Hamlets,https://www.colourfactory.com,,E09000030,Bow East,E05009319,51.543183,-0.022664,537215.1921,184550.8872
Mascara Bar,72 Stamford Hill; Stoke Newington; London N16 6XS,,,Hackney,http://www.mascarabar.co.uk,10091817946,E09000012,Cazenove,E05009368,51.567041,-0.072955,533658.2307,187110.9025
Press,"47 Whitcomb Street, London, WC2H 7DH",,,Westminster,http://www.sgul.ac.uk,1.00E+11,E09000033,St James's,E05013806,51.509824,-0.131516,529762.252,180642.8546
Thirst,"53 Greek St, Soho, London W1D 3DR, UK",,,Westminster,,10033593423,E09000033,West End,E05013808,51.514284,-0.131227,529769.6348,181139.3234
Tramp,"40 Jermyn St, St. James's, London SW1Y 6DN",,,Westminster,www.tramp.co.uk/exclusive-hire.php,,E09000033,St James's,E05013806,51.508117,-0.137623,529343.3172,180442.234
Vout-O-Reenee's,"The Crypt, 30 Prescot St, London E1 8BB, United Ki",,,Tower Hamlets,www.vout-o-reenees.com,6086724,E09000030,Whitechapel,E05009336,51.51139,-0.071967,533889.7769,180924.1886
E1,"110 Pennington Street, Wapping, London E1W 2BB",,110 Pennington Str,Tower Hamlets,https://e1ldn.co/our-story,,E09000030,St Katharine's & Wapping,E05009330,51.509058,-0.061664,534611.5455,180683.7632
Mannequin Magazine,"378 Kingsland Road, London, E8 4AA",,,Hackney,,1.00E+11,E09000012,London Fields,E05009381,51.54116,-0.076307,533501.5587,184226.748
Floripa,"91-93 Great Eastern Street, Shoreditch, London EC2",,,Hackney,www.floripalondon.com,,E09000012,Hoxton East & Shoreditch,E05009377,51.525828,-0.083386,533055.3711,182508.8827
Soda Room,"Downstairs, The Botanist, Broadgate Circle, London",,,City of London,,,E09000001,Bishopsgate,E05009292,51.518972,-0.083281,533082.6351,181746.6762
Pryzm Kingston,"154 Clarence Street Kingston Upon Thames KT1 1QP, ",Kingston,154 Clarence Stree,Kingston upon Thames,https://www.pryzm.co.uk/club/kingston-upon-thames/,,E09000021,Kingston Town,E05013938,51.411524,-0.299859,518334.5237,169426.8241
Hoxton Basement,"12-18 Hoxton St, N1 6NG (Basement Entrance on Drys",,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.527985,-0.079147,533343.1103,182756.4624
Addictive Bar,28 Park Royal Road London NW10 7JW,,,Ealing,,12141434,E09000009,North Acton,E05013527,51.526758,-0.267183,520303.5793,182294.4011
La Pollera Colora,"4-6 London Bridge Street, London, SE1 9SG",,,Southwark,,,E09000028,London Bridge & West Bermondsey,E05011104,51.505069,-0.087492,532830.9153,180192.9993
Peckham Audio,"133a Rye Lane, Peckham, London, SE15 4BQ",Peckham,,Southwark,https://www.peckhamaudio.co.uk/,,E09000028,Rye Lane,E05011113,51.469798,-0.068264,534268.8039,176305.9278
Le Fez,"200b Upper Richmond Rd, Putney, London SW15 2SH, U",,200 Upper Richmond,Wandsworth,Home | Le Fez,,E09000032,East Putney,E05014011,51.460833,-0.216609,523990.2904,175047.67
Scotch,"13 Masons Yard, St James, London SW1A 1PL",,,Westminster,,,E09000033,St James's,E05013806,51.507769,-0.137021,529386.0774,180404.5991
Bar Rumba,36 Shaftesbury Avenue; Soho; London W1D 7EP; Unite,,36 Shaftesbury Ave,Westminster,https://barrumbalondon.com/,,E09000033,St James's,E05013806,51.511138,-0.133504,529620.5753,180785.4532
Night Tales Loft,"207, 1 Westgate St, Hackney, London E8 3RL",,,Hackney,,,E09000012,London Fields,E05009381,51.537584,-0.057723,534800.7635,183863.1908
Rolling Stock,"48 Kingsland Road, Shoreditch E2 8AA",,,Hackney,,,E09000012,Hoxton East & Shoreditch,E05009377,51.529067,-0.077806,533432.9621,182879.2276
Total Refreshment Centre,"Unit 2, Farleigh Place, N16 7SX",,2A Foulden Road,Hackney,www.totalrefreshment.net,,E09000012,Stoke Newington,E05009385,51.555351,-0.073547,533651.4113,185809.8695
Hackney Showroom,"Hackney Downs Studio, Amhurst Terrace London, Engl",,,Hackney,www.hackneyshowroom.com,,E09000012,Shacklewell,E05009382,51.554731,-0.066865,534116.44,185753.1623
East Wintergarden,"43 Bank Street, Canary Wharf, London E14 5NX, Unit",,,Tower Hamlets,www.canarywharf.com/east-wintergarden,,E09000030,Canary Wharf,E05009323,51.502596,-0.017539,537692.8919,180047.2383
The Dutch Master,"Tower Millennium Pier, Lower Thames St, London EC3",,,Tower Hamlets,http://www.dutchmasters.org.uk,,E09000030,St Katharine's & Wapping,E05009330,51.507326,-0.078889,533421.3474,180459.6237
House Of Vans,Arches 228 - 232 Station Approach Road; London SE1,,,Lambeth,,,E09000022,Waterloo & South Bank,E05014118,51.503793,-0.113863,531004.4927,180003.6214
Love Vinyl Records,5 Pearson Street E2 8JD,,,Hackney,www.lovevinyl.london,,E09000012,Haggerston,E05009375,51.532847,-0.076043,533544.184,183302.794
The Greenwich Pensioner,"28 Bazely St, Poplar, London E14 0ES",,,Tower Hamlets,,6153306,E09000030,Poplar,E05009328,51.509711,-0.010815,538138.0213,180851.0683
Porchester Hall,"Porchester Road, Bayswater, London, W2 5HS",,,Westminster,www.everyoneevents.com,,E09000033,Bayswater,E05013793,51.517452,-0.188384,525795.1325,181391.9003
Canvas One,"148-150 Curtain Road, EC2A 3AR",,,Hackney,www.blankcanvas.co.uk/london-venues/canvas-one,,E09000012,Hoxton East & Shoreditch,E05009377,51.526756,-0.080109,533279.972,182618.0427
Sugahill Cafe,"250 Kirkdale, London SE26 4NL",,,Lewisham,,1.00E+11,E09000023,Sydenham,E05013731,51.427327,-0.056444,535215.0276,171604.94
